;numero_catalogo;data_entrada;data_determinacao;DataColetaInicial;ano_entrada;mes_entrada;ano_determinacao;mes_determinacao;ano_coleta;mes_coleta;class;kingdom;genero_ent;genero_atual;especie_ent;especie_atual;subespecie_atual;type;DeterminatorFirstName1;DeterminatorLastName1;altitude;max_altitude;ordem;familia;phylum;qualificador_atual;notas_taxonomicas
22098;25291;;00/08/2015;25/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;15;;Squamata;Typhlopidae;Chordata;;
22099;25292;;00/08/2015;27/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;9;;Squamata;Typhlopidae;Chordata;;
22100;25293;;00/08/2015;28/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;8;;Squamata;Typhlopidae;Chordata;;
22101;25294;;00/08/2015;25/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;28;;Squamata;Typhlopidae;Chordata;;
22102;25295;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;16;;Squamata;Typhlopidae;Chordata;;
22103;25296;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;15;;Squamata;Typhlopidae;Chordata;;
22104;25297;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;8;;Squamata;Typhlopidae;Chordata;;
22105;25298;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;19;;Squamata;Typhlopidae;Chordata;;
22106;25299;;00/08/2015;02/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;7;;Squamata;Typhlopidae;Chordata;;
22107;25300;;00/08/2015;23/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;17;;Squamata;Viperidae;Chordata;;
22108;25301;;00/08/2015;16/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Ecpleopus;Ecpleopus;gaudichaudii;gaudichaudii;nan;;P.;Pinna;28;;Squamata;Gymnophthalmidae;Chordata;;
22109;25302;;00/08/2015;25/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Ecpleopus;Ecpleopus;gaudichaudii;gaudichaudii;nan;;P.;Pinna;3;;Squamata;Gymnophthalmidae;Chordata;;
22110;25303;;00/08/2015;25/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Ecpleopus;Ecpleopus;gaudichaudii;gaudichaudii;nan;;P.;Pinna;16;;Squamata;Gymnophthalmidae;Chordata;;
22111;25304;;00/08/2015;02/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Ecpleopus;Ecpleopus;gaudichaudii;gaudichaudii;nan;;P.;Pinna;10;;Squamata;Gymnophthalmidae;Chordata;;
22112;25305;;00/08/2015;24/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;16;;Squamata;Phyllodactylidae;Chordata;;
22113;25306;;00/08/2015;26/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;16;;Squamata;Phyllodactylidae;Chordata;;
22114;25307;;00/08/2015;23/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;7;;Squamata;Phyllodactylidae;Chordata;;
22115;25308;;00/08/2015;25/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;7;;Squamata;Phyllodactylidae;Chordata;;
22116;25309;;00/08/2015;25/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;24;;Squamata;Phyllodactylidae;Chordata;;
22117;25310;;00/08/2015;24/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;24;;Squamata;Phyllodactylidae;Chordata;;
22118;25311;;00/08/2015;27/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;27;;Squamata;Phyllodactylidae;Chordata;;
22119;25312;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;19;;Squamata;Phyllodactylidae;Chordata;;
22120;25313;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;24;;Squamata;Phyllodactylidae;Chordata;;
22121;25314;;00/08/2015;02/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Gymnodactylus;Gymnodactylus;darwinii;darwinii;nan;;P.;Pinna;19;;Squamata;Phyllodactylidae;Chordata;;
22122;25315;;00/08/2015;26/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;7;;Squamata;Dipsadidae;Chordata;;
22123;25316;;00/08/2015;26/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;7;;Squamata;Dipsadidae;Chordata;;
22124;25317;;00/08/2015;01/03/2015;;;2015.0;8.0;2015.0;3.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;5;;Squamata;Dipsadidae;Chordata;;
22125;25318;;00/08/2015;01/06/2015;;;2015.0;8.0;2015.0;6.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;petolarius;petolarius;nan;;P.;Pinna;10;;Squamata;Dipsadidae;Chordata;;
22126;25319;;00/08/2015;22/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Philodryas;Philodryas;olfersii;olfersii;nan;;P.;Pinna;9;;Squamata;Dipsadidae;Chordata;;
22127;25320;;00/08/2015;27/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Tantilla;Tantilla;melanocephala;melanocephala;nan;;P.;Pinna;8;;Squamata;Colubridae;Chordata;;
22128;25321;;00/08/2015;16/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Ameiva;Ameiva;ameiva;ameiva;nan;;P.;Pinna;;;Squamata;Teiidae;Chordata;;
22129;25322;;00/08/2015;27/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Ameiva;Ameiva;ameiva;ameiva;nan;;P.;Pinna;3;;Squamata;Teiidae;Chordata;;
22130;25323;;00/08/2015;25/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Ameivula;Glaucomastix;littoralis;littoralis;nan;;P.;Pinna;15;;Squamata;Teiidae;Chordata;;
22131;25324;;00/08/2015;25/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Ameivula;Glaucomastix;littoralis;littoralis;nan;;P.;Pinna;15;;Squamata;Teiidae;Chordata;;
22132;25325;;00/08/2015;23/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Ameivula;Glaucomastix;littoralis;littoralis;nan;;P.;Pinna;19;;Squamata;Teiidae;Chordata;;
22133;25326;;00/08/2015;23/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Ameivula;Glaucomastix;littoralis;littoralis;nan;;P.;Pinna;19;;Squamata;Teiidae;Chordata;;
22134;25327;;00/08/2015;25/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Ameivula;Glaucomastix;littoralis;littoralis;nan;;P.;Pinna;16;;Squamata;Teiidae;Chordata;;
22135;25328;;00/08/2015;30/05/2015;;;2015.0;8.0;2015.0;5.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;P.;Pinna;19;;Squamata;Amphisbaenidae;Chordata;sp.;
22136;25329;;00/08/2015;22/08/2014;;;2015.0;8.0;2014.0;8.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;16;;Squamata;Gekkonidae;Chordata;;
22137;25330;;00/08/2015;29/05/2015;;;2015.0;8.0;2015.0;5.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;7;;Squamata;Gekkonidae;Chordata;;
22138;25331;;00/08/2015;02/06/2015;;;2015.0;8.0;2015.0;6.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;13;;Squamata;Gekkonidae;Chordata;;
22139;25332;;00/08/2015;23/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Salvator;Salvator;merianae;merianae;nan;;P.;Pinna;3;;Squamata;Teiidae;Chordata;;
22140;25333;;00/08/2015;11/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;;;Squamata;Scincidae;Chordata;;
22141;25334;;00/08/2015;14/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22142;25335;;00/08/2015;14/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22143;25336;;00/08/2015;14/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;;;Squamata;Scincidae;Chordata;;
22144;25337;;00/08/2015;17/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22145;25338;;00/08/2015;26/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Mabuya;Brasiliscincus;agilis;agilis;nan;;P.;Cabral;;;Squamata;Scincidae;Chordata;;
22146;25339;;00/08/2015;12/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22147;25340;;00/08/2015;13/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22148;25341;;00/08/2015;13/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22149;25342;;00/08/2015;13/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22150;25343;;00/08/2015;13/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22151;25344;;00/08/2015;17/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;19;;Squamata;Scincidae;Chordata;;
22152;25345;;00/08/2015;14/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;16;;Squamata;Scincidae;Chordata;;
22153;25346;;00/08/2015;14/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;;;Squamata;Scincidae;Chordata;;
22154;25347;;00/08/2015;17/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;7;;Squamata;Scincidae;Chordata;;
22155;25348;;00/08/2015;17/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Mabuya;Psychosaura;macrorhyncha;macrorhyncha;nan;;P.;Cabral;7;;Squamata;Scincidae;Chordata;;
22156;25349;;00/08/2015;16/12/2014;;;2015.0;8.0;2014.0;12.0;Reptilia;Animalia;Thamnodynastes;Thamnodynastes;hypoconia;hypoconia;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22157;25350;;00/08/2015;24/02/2015;;;2015.0;8.0;2015.0;2.0;Reptilia;Animalia;Philodryas;Philodryas;patagoniensis;patagoniensis;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22158;25351;;00/04/2015;22/04/2015;;;2015.0;4.0;2015.0;4.0;Reptilia;Animalia;Thamnodynastes;Thamnodynastes;strigatus;strigatus;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22159;25352;;00/05/2015;12/05/2015;;;2015.0;5.0;2015.0;5.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;cf.;
22160;25353;;00/05/2015;12/05/2015;;;2015.0;5.0;2015.0;5.0;Reptilia;Animalia;Thamnodynastes;Thamnodynastes;strigatus;strigatus;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
22161;25354;;00/05/2015;14/05/2015;;;2015.0;5.0;2015.0;5.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;trigeminus;trigeminus;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
22162;25355;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;neuwiedii;neuwiedii;nan;;P.;Passos;;;Squamata;Viperidae;Chordata;;
22163;25356;;00/09/2015;01/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;25;;Squamata;Typhlopidae;Chordata;;
22164;25357;;00/09/2015;02/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;24;;Squamata;Typhlopidae;Chordata;;
22165;25358;;00/09/2015;05/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;15;;Squamata;Typhlopidae;Chordata;;
22166;25359;;00/09/2015;05/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;8;;Squamata;Typhlopidae;Chordata;;
22167;25360;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;8;;Squamata;Typhlopidae;Chordata;;
22168;25361;;00/09/2015;06/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;19;;Squamata;Typhlopidae;Chordata;;
22169;25362;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;19;;Squamata;Typhlopidae;Chordata;;
22170;25363;;00/09/2015;06/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;9;;Squamata;Typhlopidae;Chordata;;
22171;25364;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;9;;Squamata;Typhlopidae;Chordata;;
22172;25365;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;9;;Squamata;Typhlopidae;Chordata;;
22173;25366;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;7;;Squamata;Typhlopidae;Chordata;;
22174;25367;;00/09/2015;06/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;16;;Squamata;Typhlopidae;Chordata;;
22175;25368;;00/09/2015;07/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Amerotyphlops;Amerotyphlops;brongersmianus;brongersmianus;nan;;P.;Pinna;27;;Squamata;Typhlopidae;Chordata;;
22176;25369;;00/09/2015;01/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquatus;torquatus;nan;;P.;Pinna;15;;Squamata;Tropiduridae;Chordata;;
22177;25370;;00/09/2015;31/08/2015;;;2015.0;9.0;2015.0;8.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;;;Squamata;Viperidae;Chordata;;
22178;25371;;00/09/2015;02/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;24;;Squamata;Viperidae;Chordata;;
22179;25372;;00/09/2015;03/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;7;;Squamata;Viperidae;Chordata;;
22180;25373;;00/09/2015;04/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;9;;Squamata;Viperidae;Chordata;;
22181;25374;;00/09/2015;31/08/2015;;;2015.0;9.0;2015.0;8.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;24;;Squamata;Gekkonidae;Chordata;;
22182;25375;;00/09/2015;31/08/2015;;;2015.0;9.0;2015.0;8.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;28;;Squamata;Gekkonidae;Chordata;;
22183;25376;;00/09/2015;01/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;16;;Squamata;Gekkonidae;Chordata;;
22184;25377;;00/09/2015;04/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;14;;Squamata;Gekkonidae;Chordata;;
22185;25378;;00/09/2015;05/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;14;;Squamata;Gekkonidae;Chordata;;
22186;25379;;00/09/2015;02/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;trigeminus;trigeminus;nan;;P.;Pinna;24;;Squamata;Dipsadidae;Chordata;;
22187;25380;;00/09/2015;03/09/2015;;;2015.0;9.0;2015.0;9.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;trigeminus;trigeminus;nan;;P.;Pinna;13;;Squamata;Dipsadidae;Chordata;;
22188;25381;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;neuwiedii;neuwiedii;nan;;P.;Passos;;;Squamata;Viperidae;Chordata;;
22189;25382;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;guibei;guibei;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
22190;25383;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Philodryas;Philodryas;patagoniensis;patagoniensis;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
22191;25384;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Passos;;;Squamata;Viperidae;Chordata;;
22192;25385;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Crotalus;Crotalus;durissus;durissus;nan;;P.;Passos;;;Squamata;Viperidae;Chordata;;
22193;25386;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Crotalus;Crotalus;durissus;durissus;nan;;P.;Passos;;;Squamata;Viperidae;Chordata;;
22194;25387;;00/05/2015;00/11/2013;;;2015.0;5.0;2013.0;11.0;Reptilia;Animalia;Leposternon;Amphisbaena;microcephalum;microcephalum;nan;;P.;Passos;;;Squamata;Amphisbaenidae;Chordata;;
22195;25388;;00/09/2015;00/11/2013;;;2015.0;9.0;2013.0;11.0;Reptilia;Animalia;Tropidodryas;Tropidodryas;striaticeps;striaticeps;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22196;25389;;00/10/2015;00/03/2015;;;2015.0;10.0;2015.0;3.0;Reptilia;Animalia;Chironius;Chironius;foveatus;bicarinatus;nan;;D.;Fernandes;;;Squamata;Colubridae;Chordata;;
22197;25390;;00/05/2015;00/03/2015;;;2015.0;5.0;2015.0;3.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Passos;;;Squamata;Gekkonidae;Chordata;;
22198;25391;;00/09/2015;17/04/2015;;;2015.0;9.0;2015.0;4.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22199;25392;;00/00/2015;00/11/2014;;;2015.0;0.0;2014.0;11.0;Reptilia;Animalia;Thamnodynastes;Thamnodynastes;hypoconia;hypoconia;nan;;R.;Gonzalez;;;Squamata;Dipsadidae;Chordata;cf.;
22200;25393;;00/08/2015;01/08/2015;;;2015.0;8.0;2015.0;8.0;Reptilia;Animalia;Siphlophis;Siphlophis;compressus;compressus;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22201;25394;;00/08/2015;31/07/2015;;;2015.0;8.0;2015.0;7.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;;;Squamata;Gekkonidae;Chordata;;
22202;25395;;00/08/2015;31/07/2015;;;2015.0;8.0;2015.0;7.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;;;Squamata;Gekkonidae;Chordata;;
22203;25396;;00/08/2015;31/07/2015;;;2015.0;8.0;2015.0;7.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Pinna;;;Squamata;Gekkonidae;Chordata;;
22204;25397;;00/12/2014;24/11/2014;;;2014.0;12.0;2014.0;11.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquatus;torquatus;nan;;P.;Passos;;;Squamata;Tropiduridae;Chordata;;
22205;25398;;00/12/2014;03/12/2014;;;2014.0;12.0;2014.0;12.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquatus;torquatus;nan;;P.;Passos;;;Squamata;Tropiduridae;Chordata;;
22206;25399;;00/12/2014;03/12/2014;;;2014.0;12.0;2014.0;12.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquatus;torquatus;nan;;P.;Passos;;;Squamata;Tropiduridae;Chordata;;
22207;25400;;00/12/2014;03/12/2014;;;2014.0;12.0;2014.0;12.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquatus;torquatus;nan;;P.;Passos;;;Squamata;Tropiduridae;Chordata;;
22208;25401;;00/12/2014;09/01/2014;;;2014.0;12.0;2014.0;1.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;petolarius;petolarius;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
22209;25402;;00/11/2014;18/11/2014;;;2014.0;11.0;2014.0;11.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22210;25403;;00/09/2015;24/04/2015;;;2015.0;9.0;2015.0;4.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22211;25404;;00/09/2015;17/07/2015;;;2015.0;9.0;2015.0;7.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22212;25405;;00/09/2015;00/00/2014;;;2015.0;9.0;2014.0;0.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22213;25406;;00/09/2015;00/00/2014;;;2015.0;9.0;2014.0;0.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22214;25407;;00/09/2015;22/07/2012;;;2015.0;9.0;2012.0;7.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;petolarius;petolarius;nan;;P.;Pinna;;;Squamata;Dipsadidae;Chordata;;
22215;25408;;00/09/2015;23/11/2014;;;2015.0;9.0;2014.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;P.;Pinna;;;Squamata;Viperidae;Chordata;;
22216;25409;;00/11/2014;08/11/2014;;;2014.0;11.0;2014.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;U.;Caramaschi;;;Squamata;Viperidae;Chordata;;
22217;25410;;00/06/2015;06/06/2015;;;2015.0;6.0;2015.0;6.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;U.;Caramaschi;;;Squamata;Viperidae;Chordata;;
22218;25411;;00/05/2014;10/05/2014;;;2014.0;5.0;2014.0;5.0;Reptilia;Animalia;Caiman;Caiman;latirostris;latirostris;nan;;P.;Passos;;;Crocodylia;Alligatoridae;Chordata;;
22219;25412;;00/06/2015;12/06/2015;;;2015.0;6.0;2015.0;6.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;mabouia;mabouia;nan;;P.;Passos;;;Squamata;Gekkonidae;Chordata;;
