;numero_catalogo;data_entrada;data_determinacao;DataColetaInicial;ano_entrada;mes_entrada;ano_determinacao;mes_determinacao;ano_coleta;mes_coleta;class;kingdom;genero_ent;genero_atual;especie_ent;especie_atual;subespecie_atual;type;DeterminatorFirstName1;DeterminatorLastName1;altitude;max_altitude;ordem;familia;phylum;qualificador_atual;notas_taxonomicas
0;2438;;00/11/2018; ;;;2018.0;11.0;;;Reptilia;Animalia;Nan;Phrynops;nan;geoffroanus;-;;L.;Cunha;;;Testudines;Chelidae;Chordata;-;
1;3194;;;;;;;;;;Reptilia;Animalia;Heloderma;Heloderma;suspectum;suspectum;nan;;;;;;Squamata;Helodermatidae;Chordata;;
2;3195;;;;;;;;;;Reptilia;Animalia;Amphisbaena;Amphisbaena;alba;alba;nan;;;;;;Squamata;Amphisbaenidae;Chordata;;
3;3196;;;;;;;;;;Reptilia;Animalia;Drymarchon;Drymarchon;corais;corais;nan;;;;;;Squamata;Colubridae;Chordata;;
4;3197;;;;;;;;;;Reptilia;Animalia;Charina;Charina;bottae;bottae;nan;;;;;;Squamata;Boidae;Chordata;;
5;3198;;;;;;;;;;Reptilia;Animalia;Farancia;Farancia;abacura;abacura;reinwardtei;;;;;;Squamata;Colubridae;Chordata;;
6;3199;;;;;;;;;;Reptilia;Animalia;Rheinocheilus;Rhinocheilus;lecontei;lecontei;nan;;;;;;Squamata;Colubridae;Chordata;;
7;3200;;;;;;;;;;Reptilia;Animalia;Elaphe;Elaphe;quadrivittata;quadrivirgata;nan;;;;;;Squamata;Colubridae;Chordata;;
8;3201;;;;;;;;;;Reptilia;Animalia;Lampropeltis;Lampropeltis;getulus;getula;nan;;;;;;Squamata;Colubridae;Chordata;;
9;3202;;;;;;;;;;Reptilia;Animalia;Tantilla;Tantilla;gracilis;gracilis;gracilis;;;;;;Squamata;Colubridae;Chordata;;
10;3203;;;;;;;;;;Reptilia;Animalia;Opheodrys;Opheodrys;aestivus;aestivus;nan;;;;;;Squamata;Colubridae;Chordata;;
11;3204;;;;;;;;;;Reptilia;Animalia;Agkistrodon;Agkistrodon;mokeson;contortrix;nan;;;;;;Squamata;Viperidae;Chordata;;
12;3205;;;;;;;;;;Reptilia;Animalia;Keteridon;Agkistrodon;contotrix;contotrix;nan;;;;;;Squamata;Viperidae;Chordata;;
13;3206;;;;;;;;;;Reptilia;Animalia;Diadophis;Diadophis;punctatus;punctatus;nan;;;;;;Squamata;Colubridae;Chordata;;
14;3207;;;;;;;;;;Reptilia;Animalia;Coluber;Coluber;constrictor;constrictor;nan;;;;;;Squamata;Colubridae;Chordata;;
15;3208;;;;;;;;;;Reptilia;Animalia;Carphophis;Carphophis;amoena;amoenus;nan;;;;;;Squamata;Colubridae;Chordata;;
16;3209;;;;;;;;;;Reptilia;Animalia;Natrix;Natrix;sipedon;sipedon;nan;;;;;;Squamata;Colubridae;Chordata;;
17;3210;;;;;;;;;;Reptilia;Animalia;Thamnophis;Thamnophis;sirtalis;sirtalis;sirtalis;;;;;;Squamata;Natricidae;Chordata;;
18;3211;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;fulvius;fulvius;nan;;;;;;Squamata;Elapidae;Chordata;;
19;3212;;;;;;;;;;Reptilia;Animalia;Crotalus;Crotalus;adamanteus;adamanteus;nan;;;;;;Squamata;Viperidae;Chordata;;
20;3213;;;;;;;;;;Reptilia;Animalia;Natrix;Nerodia;sipedon;sipedon;sipedon;;;;;;Squamata;Colubridae;Chordata;;
21;3214;;;;;;;;;;Reptilia;Animalia;Storeria;Storeria;dekayi;dekayi;nan;;;;;;Squamata;Natricidae;Chordata;;
22;3215;;;;;;;;;;Reptilia;Animalia;Agkistrodon;Agkistrodon;piscivorus;piscivorus;nan;;;;;;Squamata;Viperidae;Chordata;;
23;3216;;;;;;;;;;Reptilia;Animalia;Terrapene;Terrapene;carolina;carolina;nan;;;;;;Testudines;Emydidade;Chordata;;
24;3217;;18/04/2001;;;;2001.0;4.0;;;Reptilia;Animalia;Amyda;Apalone;ferox;ferox;nan;;M.;Cardoso;;;Testudines;Trionychidae;Chordata;;
25;3218;;;;;;;;;;Reptilia;Animalia;Chelydra;Chelydra;serpentina;serpentina;nan;;;;;;Testudines;Chelydridae;Chordata;;
26;3219;;;;;;;;;;Reptilia;Animalia;Chrysemys;Chrysemys;picta;picta;nan;;;;;;Testudines;Emydidae;Chordata;;
27;3220;;;;;;;;;;Reptilia;Animalia;Clemmys;Clemmys;guttata;guttata;nan;;;;;;Testudines;Emydidae;Chordata;;
28;3221;;;;;;;;;;Reptilia;Animalia;Kinosternon;Kinosternon;sububrum;sububrum;nan;;;;;;Testudines;Kinosternidae;Chordata;;
29;3222;;;;;;;;;;Reptilia;Animalia;Kinosternon;Kinosternon;sububrum;sububrum;nan;;;;;;Testudines;Kinosternidae;Chordata;;
30;3223;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Apostolepis;Apostolepis;flavotorquata;flavotorquata;nan;;;;;;Squamata;Dipsadidae;Chordata;;
31;3224;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
32;3225;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
33;3226;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
34;3227;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
35;3228;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
36;3229;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;moojeni;moojeni;nan;;;;;;Squamata;Viperidae;Chordata;;
37;3230;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;;;;;Squamata;Colubridae;Chordata;;
38;3231;;;00/05/1956;;;;;1956.0;5.0;Reptilia;Animalia;Spilotes;Spilotes;pullatus;pullatus;nan;;;;;;Squamata;Colubridae;Chordata;;
39;3232;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Crotalus;Crotalus;terrificus;terrificus;nan;;;;;;Squamata;Viperidae;Chordata;;
40;3233;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;;;;;Squamata;Colubridae;Chordata;;
41;3234;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Epicrates;Epicrates;cenchria;cenchria;nan;;;;;;Squamata;Boidae;Chordata;;
42;3235;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Pseudoboa;Pseudoboa;trigeminus;trigeminus;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
43;3236;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Xenodon;Xenodon;rabdocephalus;rabdocephalus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
44;3237;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Erythrolamprus;Erythrolamprus;aesculpii;aesculpii;nan;;;;;;Squamata;Dipsadidae;Chordata;;
45;3238;;;00/03/1956;;;;;1956.0;3.0;Reptilia;Animalia;Leptodeira;Leptodeira;annulata;annulata;nan;;;;;;Squamata;Dipsadidae;Chordata;;
46;3239;;;01/07/1957;;;;;1957.0;7.0;Reptilia;Animalia;Philodryas;Philodryas;aestivus;aestivus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
47;3240;;;01/07/1957;;;;;1957.0;7.0;Reptilia;Animalia;Simophis;Simophis;rhinostoma;rhinostoma;nan;;;;;;Squamata;Colubridae;Chordata;;
48;3241;;;01/07/1957;;;;;1957.0;7.0;Reptilia;Animalia;Philodryas;Philodryas;aestivus;aestivus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
49;3242;;;01/07/1957;;;;;1957.0;7.0;Reptilia;Animalia;Chironius;Chironius;flavolineatus;flavolineatus;nan;;;;;;Squamata;Colubridae;Chordata;;
50;3243;;;01/05/1957;;;;;1957.0;5.0;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;trigeminus;trigeminus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
51;3244;;00/08/2000;01/05/1957;;;2000.0;8.0;1957.0;5.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;P.;Passos;;;Squamata;Colubridae;Chordata;;
52;3245;;00/00/1998;01/05/1957;;;1998.0;0.0;1957.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;moojeni;moojeni;nan;;M.;Martins;;;Squamata;Viperidae;Chordata;;
53;3246;;00/00/1998;01/05/1957;;;1998.0;0.0;1957.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;moojeni;moojeni;nan;;M.;Martins;;;Squamata;Viperidae;Chordata;;
54;3247;;;;;;;;;;Reptilia;Animalia;Crotalus;Crotalus;terrificus;terrificus;nan;;;;;;Squamata;Viperidae;Chordata;;
55;3248;;00/00/1998;;;;1998.0;0.0;;;Reptilia;Animalia;Bothrops;Bothrops;moojeni;moojeni;nan;;M.;Martins;;;Squamata;Viperidae;Chordata;;
56;3249;;;;;;;;;;Reptilia;Animalia;Nan;Nan;nan;nan;nan;;;;;;;Nan;Chordata;;
57;3250;;;;;;;;;;Reptilia;Animalia;Nan;Nan;nan;nan;nan;;;;;;;Nan;Chordata;;
58;3251;;;23/04/1962;;;;;1962.0;4.0;Reptilia;Animalia;Agama;Trapelus;pallida;mutabilis;nan;;;;;;Squamata;Agamidae;Chordata;;
59;3252;;;01/04/1963;;;;;1963.0;4.0;Reptilia;Animalia;Mabuya;Mabuya;vittata;vittata;nan;;;;;;Squamata;Scincidae;Chordata;;
60;3253;;;20/05/1961;;;;;1961.0;5.0;Reptilia;Animalia;Hemidactylus;Hemidactylus;turcicus;turcicus;nan;;;;;;Squamata;Gekkonidae;Chordata;;
61;3254;;;15/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Ptyodactylus;Ptyodactylus;hasselquistii;hasselquistii;guttatus;;;;;;Squamata;Ptyodactylidae;Chordata;;
62;3255;;;01/04/1963;;;;;1963.0;4.0;Reptilia;Animalia;Chalcides;Chalcides;ocellatus;ocellatus;nan;;;;;;Squamata;Scincidae;Chordata;;
63;3256;;;01/04/1963;;;;;1963.0;4.0;Reptilia;Animalia;Chalcides;Chalcides;guentheri;guentheri;nan;;;;;;Squamata;Scincidae;Chordata;;
64;3257;;;02/05/1962;;;;;1962.0;5.0;Reptilia;Animalia;Typhlops;Xerotyphlops;vermicularis;vermicularis;nan;;;;;;Squamata;Typhlopidae;Chordata;;
65;3258;;;05/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Telescopus;Telescopus;fallax;fallax;nan;;;;;;Squamata;Colubridae;Chordata;;
66;3259;;;01/03/1963;;;;;1963.0;3.0;Reptilia;Animalia;Rhynchocalamus;Rhynchocalamus;melanocephalus;melanocephalus;nan;;;;;;Squamata;Colubridae;Chordata;;
67;3260;;;20/10/1962;;;;;1962.0;10.0;Reptilia;Animalia;Coluber;Platyceps;najadum;najadum;nan;;;;;;Squamata;Colubridae;Chordata;;
68;3261;;;;;;;;;;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
69;3262;;;;;;;;;;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
70;3263;;;;;;;;;;Reptilia;Animalia;Leptotyphlops;Rena;dulcis;dulcis;nan;;;;;;Squamata;Leptotyphlopidae;Chordata;;
71;3264;;;;;;;;;;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
72;3265;;;00/00/1938;;;;;1938.0;0.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
73;3266;;;17/04/1944;;;;;1944.0;4.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
74;3267;;;;;;;;;;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
75;3268;;;24/05/1948;;;;;1948.0;5.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
76;3269;;00/12/2003;26/01/1944;;;2003.0;12.0;1944.0;1.0;Reptilia;Animalia;Leposternon;Leposternon;michrocephalum;michrocephalum;nan;;P.;Passos;;;Squamata;Amphisbaenidae;Chordata;;
77;3270;;;26/01/1944;;;;;1944.0;1.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
78;3271;;00/00/2008;00/01/1955;;;2008.0;0.0;1955.0;1.0;Reptilia;Animalia;Tupinambis;Tupinambis;teguixim;duseni;nan;;A.;Silveira;;;Squamata;Teiidae;Chordata;;
79;3272;;00/00/2008;00/01/1955;;;2008.0;0.0;1955.0;1.0;Reptilia;Animalia;Tupinambis;Tupinambis;texiguim;duseni;nan;;A.;Silveira;;;Squamata;Teiidae;Chordata;;
80;3273;;;00/01/1955;;;;;1955.0;1.0;Reptilia;Animalia;Lystrophis;Xenodon;dorbignyi;dorbignyi;nan;;;;;;Squamata;Dipsadidae;Chordata;;
81;3274;;;12/04/1955;;;;;1955.0;4.0;Reptilia;Animalia;Helicops;Helicops;carinicauda;carinicaudus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
82;3275;;;00/01/1955;;;;;1955.0;1.0;Reptilia;Animalia;Leimadophis;Erythrolamprus;poecilogyrus;poecilogyrus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
83;3276;;;00/03/1955;;;;;1955.0;3.0;Reptilia;Animalia;Leimadophis;Erythrolamprus;almada;almadensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
84;3277;;;30/03/1955;;;;;1955.0;3.0;Reptilia;Animalia;Philodryas;Philodryas;schotti;patagoniensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
85;3278;;;12/01/1955;;;;;1955.0;1.0;Reptilia;Animalia;Philodryas;Philodryas;schotti;patagoniensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
86;3279;;;20/02/1955;;;;;1955.0;2.0;Reptilia;Animalia;Philodryas;Philodryas;schotti;patagoniensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
87;3280;;;28/01/1955;;;;;1955.0;1.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;;;;;Squamata;Dipsadidae;Chordata;;
88;3281;;;12/01/1955;;;;;1955.0;1.0;Reptilia;Animalia;Leimadophis;Erythrolamprus;poecilogyrus;poecilogyrus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
89;3282;;;12/10/1955;;;;;1955.0;10.0;Reptilia;Animalia;Sibynomorphus;Sibynomorphus;ventrimaculatus;ventrimaculatus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
90;3283;;;14/11/1954;;;;;1954.0;11.0;Reptilia;Animalia;Philodryas;Philodryas;schotti;patagoniensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
91;3284;;30/07/2001;25/01/1964;;;2001.0;7.0;1964.0;1.0;Reptilia;Animalia;Bothrops;Bothrops;pubescens;neuwiedii;nan;;A.;Silveira;;;Squamata;Viperidae;Chordata;;
92;3285;;;00/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
93;3286;;;00/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nan;nan;nan;;;;;;Squamata;Amphisbaenidae;Chordata;sp.;
94;3287;;;00/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Bothrops;Bothrops;nan;nan;nan;;;;;;Squamata;Viperidae;Chordata;sp.;
95;3288;;;00/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Liophis;Liophis;miliaris;miliaris;nan;;;;;;Squamata;Dipsadidae;Chordata;;
96;3289;;;00/09/1963;;;;;1963.0;9.0;Reptilia;Animalia;Kentropyx;Kentropyx;calcarata;calcarata;nan;;;;;;Squamata;Teiidae;Chordata;;
97;3290;;;00/09/1963;;;;;1963.0;9.0;Reptilia;Animalia;Leptotyphlops;Epictia;tenella;tenella;nan;;;;;;Squamata;Leptotyphlopidae;Chordata;;
98;3291;;;00/09/1963;;;;;1963.0;9.0;Reptilia;Animalia;Nan;Nan;nan;nan;nan;;;;;;;Nan;Chordata;;
99;3292;;00/09/1966;00/09/1963;;;1966.0;9.0;1963.0;9.0;Reptilia;Animalia;Anolis;Anolis;lentiginosus;chrisolepis;nan;;E.;Willians;;;Squamata;Polychrotidae;Chordata;;
100;3293;;00/09/1966;00/09/1963;;;1966.0;9.0;1963.0;9.0;Reptilia;Animalia;Atractus;Atractus;nan;nan;nan;;H.;Berla;;;Squamata;Dipsadidae;Chordata;sp.;
101;3294;;;;;;;;;;Reptilia;Animalia;Siphonops;Siphonops;annulatus;annulatus;nan;;;;;;;Nan;Chordata;;
102;3295;;;;;;;;;;Reptilia;Animalia;Siphonops;Siphonops;annulatus;annulatus;nan;;;;;;;Nan;Chordata;;
103;3296;;;;;;;;;;Reptilia;Animalia;Nan;Nan;nan;nan;nan;;;;;;;Nan;Chordata;;
104;3297;;;00/09/1963;;;;;1963.0;9.0;Reptilia;Animalia;Oxybelis;Oxybelis;nan;nan;nan;;;;;;Squamata;Colubridae;Chordata;sp.;
105;3298;;;00/07/1960;;;;;1960.0;7.0;Reptilia;Animalia;Hoplocercus;Hoplocercus;spinosus;spinosus;nan;;;;;;Squamata;Hoplocercidae;Chordata;;
106;3299;;;00/12/1964;;;;;1964.0;12.0;Reptilia;Animalia;Ophiodes;Ophiodes;striatus;striatus;nan;;;;;;Squamata;Anguidae;Chordata;;
107;3300;;;16/03/1963;;;;;1963.0;3.0;Reptilia;Animalia;Mabuya;Trachlepis;punctata;atlantica;nan;;;;;;Squamata;Scincidae;Chordata;;
108;3301;;;00/02/1964;;;;;1964.0;2.0;Reptilia;Animalia;Chelonia;Chelonia;mydas;mydas;nan;;;;;;Testudines;Cheloniidae;Chordata;;
109;3302;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;insularis;insularis;nan;;;;;;Squamata;Viperidae;Chordata;;
110;3303;;;;;;;;;;Reptilia;Animalia;Diploglossus;Diploglossus;fasciatus;fasciatus;nan;;;;;;Squamata;Anguidae;Chordata;;
111;3304;;;00/12/1962;;;;;1962.0;12.0;Reptilia;Animalia;Nan;Nan;nan;nan;nan;;;;;;;Nan;Chordata;;
112;3305;;;10/11/1964;;;;;1964.0;11.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;nigricauda;nigricauda;nan;;;;;;Squamata;Amphisbaenidae;Chordata;;Holótipo
113;3306;;;12/10/1956;;;;;1956.0;10.0;Reptilia;Animalia;Leptotyphlops;Epictia;munoai;munoai;nan;;;;;;Squamata;Leptotyphlopidae;Chordata;;Parátipo
114;3307;;;05/08/1956;;;;;1956.0;8.0;Reptilia;Animalia;Amphisbaena;Amphisbaena;munoai;munoai;nan;;;;;;Squamata;Amphisbaenidae;Chordata;;Parátipo
115;3308;;;29/09/1957;;;;;1957.0;9.0;Reptilia;Animalia;Anops;Amphisbaena;kingii;kingii;nan;;;;;;Squamata;Amphisbaenidae;Chordata;;
116;3309;;;00/11/1963;;;;;1963.0;11.0;Reptilia;Animalia;Phrynops;Phrynops;nan;nan;nan;;;;;;Testudines;Chelidae;Chordata;sp.;
117;3310;;;26/04/1947;;;;;1947.0;4.0;Reptilia;Animalia;Scelopporus;Scelopporus;undulatus;undulatus;hyacinthinus;;;;;;Squamata;Phrynosomatidae;Chordata;;
118;3311;;;28/04/1947;;;;;1947.0;4.0;Reptilia;Animalia;Eumeces;Plestiodon;anthracinus;anthracinus;nan;;;;;;Squamata;Scincidae;Chordata;;
119;3312;;;28/04/1946;;;;;1946.0;4.0;Reptilia;Animalia;Eumeces;Plestiodon;fasciatus;fasciatus;nan;;;;;;Squamata;Scincidae;Chordata;;
120;3313;;;28/04/1946;;;;;1946.0;4.0;Reptilia;Animalia;Leiolopisma;Scinella;laterale;laterale;nan;;;;;;Squamata;Scincidae;Chordata;;
121;3314;;;29/04/1946;;;;;1946.0;4.0;Reptilia;Animalia;Ophisaurus;Ophisaurus;ventralis;ventralis;nan;;;;;;Squamata;Anguidae;Chordata;;
122;3315;;;04/05/1947;;;;;1947.0;5.0;Reptilia;Animalia;Eumeces;Plestiodon;obsoletus;obsoletus;nan;;;;;;Squamata;Scincidae;Chordata;;
123;3316;;;27/04/1947;;;;;1947.0;4.0;Reptilia;Animalia;Sceloporus;Sceloporus;undulatus;undulatus;nan;;;;;;Squamata;Phrynosomatidae;Chordata;;
124;3317;;;30/03/1946;;;;;1946.0;3.0;Reptilia;Animalia;Tropidoclonion;Tropidoclonion;lineatum;lineatum;nan;;;;;;Squamata;Colubridae;Chordata;;
125;3318;;;27/04/1946;;;;;1946.0;4.0;Reptilia;Animalia;Carphophis;Carphophis;amoena;amoenus;nan;;;;;;Squamata;Colubridae;Chordata;;
126;3319;;;27/04/1947;;;;;1947.0;4.0;Reptilia;Animalia;Tantilla;Tantilla;gracilis;gracilis;nan;;;;;;Squamata;Colubridae;Chordata;;
127;3320;;;04/05/1947;;;;;1947.0;5.0;Reptilia;Animalia;Diadophis;Diadophis;punctatus;punctatus;arnyi;;;;;;Squamata;Colubridae;Chordata;;
128;3321;;;00/12/1932;;;;;1932.0;12.0;Reptilia;Animalia;Anolis;Anolis;nan;nan;nan;;;;;;Squamata;Polychrotidae;Chordata;sp.;
129;3322;;;;;;;;;;Reptilia;Animalia;Anolis;Anolis;nan;nan;nan;;;;;;Squamata;Polychrotidae;Chordata;sp.;
130;3323;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
131;3324;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
132;3325;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
133;3326;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
134;3327;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
135;3328;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
136;3329;;;00/00/1942;;;;;1942.0;0.0;Reptilia;Animalia;Anolis;Anolis;scypheus;scypheus;nan;;;;;;Squamata;Polychrotidae;Chordata;;
137;3330;;18/04/2001;00/00/1963;;;2001.0;4.0;1963.0;0.0;Reptilia;Animalia;Amyda;Apalone;nan;spinifera;nan;;M.;Cardoso;;;Testudines;Trionychidae;Chordata;sp.;
138;3331;;18/04/2001;00/00/1963;;;2001.0;4.0;1963.0;0.0;Reptilia;Animalia;Amyda;Apalone;nan;spinifera;nan;;M.;Cardoso;;;Testudines;Trionychidae;Chordata;sp.;
139;3332;;18/04/2001;00/00/1963;;;2001.0;4.0;1963.0;0.0;Reptilia;Animalia;Amyda;Apalone;nan;spinifera;nan;;M.;Cardoso;;;Testudines;Trionychidae;Chordata;sp.;
140;3333;;18/04/2001;00/00/1963;;;2001.0;4.0;1963.0;0.0;Reptilia;Animalia;Amyda;Apalone;nan;spinifera;nan;;M.;Cardoso;;;Testudines;Trionychidae;Chordata;sp.;
141;3334;;;00/00/1963;;;;;1963.0;0.0;Reptilia;Animalia;Sternotherus;Sternotherus;nan;nan;nan;;;;;;Squamata;Kinosternidae;Chordata;sp.;
142;3335;;;00/00/1963;;;;;1963.0;0.0;Reptilia;Animalia;Typhlops;Typhlops;nan;nan;nan;;;;;;Squamata;Typhlopidae;Chordata;sp.;
143;3336;;;14/11/1946;;;;;1946.0;11.0;Reptilia;Animalia;Leptotyphlops;Epictia;subcrotilla;subcrotilla;nan;;;;;;Squamata;Leptotyphlopidae;Chordata;;
144;3337;;;;;;;;;;Reptilia;Animalia;Epicrates;Epicrates;cenchria;cenchria;nan;;;;;;Squamata;Boidae;Chordata;;
145;3338;;;;;;;;;;Reptilia;Animalia;Anilius;Anilius;scytale;scytale;nan;;;;;;Squamata;Aniliidae;Chordata;;
146;3339;;;;;;;;;;Reptilia;Animalia;Helicops;Helicops;leopardina;leopardina;nan;;;;;;Squamata;Dipsadidae;Chordata;;
147;3340;;;02/01/1957;;;;;1957.0;1.0;Reptilia;Animalia;Dryadophis;Mastigodryas;bifossatus;bifossatus;nan;;;;;;Squamata;Colubridae;Chordata;;
148;3341;;;;;;;;;;Reptilia;Animalia;Dryadophis;Mastigodryas;baddaertii;baddaertii;nan;;;;;;Squamata;Colubridae;Chordata;;
149;3342;;;;;;;;;;Reptilia;Animalia;Dryadophis;Mastigodryas;dichrous;dichrous;nan;;;;;;Squamata;Colubridae;Chordata;;
150;3343;;;;;;;;;;Reptilia;Animalia;Leptophis;Leptophis;nan;nan;nan;;;;;;Squamata;Colubridae;Chordata;sp.;
151;3344;;;;;;;;;;Reptilia;Animalia;Zamenis;Platyceps;dahlii;najadum;nan;;;;;;Squamata;Colubridae;Chordata;;
152;3345;;;;;;;;;;Reptilia;Animalia;Leimadophis;Erythrolamprus;poecilogyrus;poecilogyrus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
153;3346;;;;;;;;;;Reptilia;Animalia;Lygophis;Lygophis;dilepis;dilepis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
154;3347;;;;;;;;;;Reptilia;Animalia;Lygophis;Lygophis;gemimaculatus;gemimaculatus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
155;3348;;;;;;;;;;Reptilia;Animalia;Liophis;Liophis;gemimaculatus;gemimaculatus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
156;3349;;;;;;;;;;Reptilia;Animalia;Liophis;Liophis;anomalus;anomalus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
157;3350;;;;;;;;;;Reptilia;Animalia;Rhadinae;Taeniophallus;occipitalis;occipitalis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
158;3351;;;00/11/1964;;;;;1964.0;11.0;Reptilia;Animalia;Xenodon;Xenodon;merremii;merremii;nan;;;;;;Squamata;Dipsadidae;Chordata;;
159;3352;;;;;;;;;;Reptilia;Animalia;Imantodes;Imantodes;cenchoa;cenchoa;nan;;;;;;Squamata;Dipsadidae;Chordata;;
160;3353;;;;;;;;;;Reptilia;Animalia;Pseudoboa;Pseudoboa;nigra;nigra;nan;;;;;;Squamata;Dipsadidae;Chordata;;
161;3354;;;;;;;;;;Reptilia;Animalia;Pseudoboa;Pseudoboa;neuwiedii;neuwiedii;nan;;;;;;Squamata;Dipsadidae;Chordata;;
