;Catalog Number;Cataloged Date;Cataloger First Name;Cataloger Last Name;Online;Object Condition;Return Date;Count;Remarks;Specimen condition;Kingdom;Phylum 1;Class 1;Order 1;Family 1;Genus 1;Species 1;Species Author 1;Species Author Year 1;Qualifier 1;Type Status 1;Current 1;Determiner Last Name 1;Determined date 1;Remarks 1;Phylum 2;Class 2;Order 2;Family 2;Genus 2;Species 2;Species Author 2;Qualifier 2;Type Status 2;Current 2;Determiner Last Name 2;Determined date 2;Remarks 2;Start Date;End Date;Verbatim Date;Collector First Name 1;Collector Middle 1;Collector Last Name 1;Collector First Name 2;Collector Middle 2;Collector Last Name 2;Collector First Name 3;Collector Middle 3;Collector Last Name 3;Collector First Name 4;Collector Middle 4;Collector Last Name 4;Min Depth;Max Depth;Substratum;Habitat;Associated Taxa;Researcher Code;Trip Name;Remarks (CT);Method;Prep Type 1;Count 1;Description 1;Fluid Preservation 1;Storage Location 1;Prep Type 2;Count 2;Description 2;Fluid Preservation 2;Storage Location 2;Prep Type 3;Count 3;Description 3;Fluid Preservation 3;Storage Location 3;Continent;WaterBody;Country;State;County;Locality Name;Verbatim locality;Locality and habitat notes;LocationRemarks;Latitude/Longitude Type;Latitude;Longitude;Object Condition Citation;Journal
3594;IBUFRJ 3595;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC174;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3595;IBUFRJ 3596;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC175;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3596;IBUFRJ 3597;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC176;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3597;IBUFRJ 3598;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC177;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3598;IBUFRJ 3599;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC178;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3599;IBUFRJ 3600;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC183;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;;;Point;-2.8036111;-41.73;;
3600;IBUFRJ 3601;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3601;IBUFRJ 3602;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3602;IBUFRJ 3603;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3603;IBUFRJ 3604;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3604;IBUFRJ 3605;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3605;IBUFRJ 3606;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3606;IBUFRJ 3607;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3607;IBUFRJ 3608;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3608;IBUFRJ 3609;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3609;IBUFRJ 3610;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3610;IBUFRJ 3611;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3611;IBUFRJ 3612;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3612;IBUFRJ 3613;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3613;IBUFRJ 3614;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3614;IBUFRJ 3615;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3615;IBUFRJ 3616;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3616;IBUFRJ 3617;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3617;IBUFRJ 3618;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3618;IBUFRJ 3619;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3619;IBUFRJ 3620;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-05-01;;;;;;;;;;;False;;;;2014-05-02;;2014-05-02;Ana;;Brasil;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Caribbean Sea;Venezuela;Vargas;Todassana;Praia de Todassana;;Entremarés;Estimated coordinates;Point;10.6282222;-66.4597778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3620;IBUFRJ 3621;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3621;IBUFRJ 3622;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3622;IBUFRJ 3623;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3623;IBUFRJ 3624;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3624;IBUFRJ 3625;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3625;IBUFRJ 3626;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3626;IBUFRJ 3627;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3627;IBUFRJ 3628;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
3628;IBUFRJ 3629;2014-09-19;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-07-01;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;Entremarés;Estimated coordinates;Point;-23.8305;-45.4312778;Filogeografia de Phragmatopoma caudata (Polychaeta - Sabellariidae) ao longo da Costa Atlântica Americana;
